"scenCO2","cost","technical cost","offshore_f","offshore_g","onshore","PV","river","lake","nuclear","PHS","battery","OCGT","CCGT","CCGT-CCS","methanization","pyrogaseification","ngas","gastank","methanation","electrolysis","ITES","CTES","resistive","hpc","hpd","boilerc","boilerd","heat-net","EV_heavy","EV_light","EV_bus","EV_train","ICE_heavy","ICE_light","ICE_bus","offshore_f","offshore_g","onshore","PV","river","lake","nuclear","PHS","battery","OCGT","CCGT","CCGT-CCS","methanization","pyrogaseification","ngas","gastank","methanation","electrolysis","ITES","CTES","resistive","hpc","hpd","boilerc","boilerd","heat-net","EV_heavy","EV_light","EV_bus","EV_train","ICE_heavy","ICE_light","ICE_bus","EV_VOL","net_emission","CO2_captured"
55.66,54.43,0.00,20.00,120.00,43.40,7.50,12.86,0.00,9.30,0.00,0.00,4.09,4.97,16.86,0.00,44.84,29.31,2.06,6.24,0.00,37.47,10.74,31.18,36.59,0.00,13.79,37.47,0.00,0.00,0.00,82.19,156.08,268.28,17.72,0.00,92.18,342.10,61.65,28.48,15.30,0.00,5.43,0.00,0.00,4.15,6.51,138.60,0.00,35.29,8.39,10.99,50.12,0.00,17.91,22.26,132.92,292.48,0.00,12.58,150.82,0.00,0.00,0.00,30.00,56.97,97.92,6.47,575.34,6.20,1.90
