CO2_scenhouroffshore_f  offshore_g  onshore     PV          river       lake        nuclear     PHS         battery     OCGT        CCGT        CCGT-CCS    methanizatiopyrogaseificngas        gastank     methanation electrolysisITES        CTES       ****
"0",0.00,10.12,34.78,0.00,3.83,3.87,0.00,0.00,0.00,0.00,4.09,4.97,16.86,0.00,0.00,29.31,0.00,4.65,0.00,0.00,0.00,31.18,36.59,0.00,10.69,31.18,0.00,0.00,0.00,3.42,6.50,11.18,0.74,33.07,0.00,0.00,4.65,0.00,0.00,0.00,0.00,-6.50,-9.38,0.00,-5.81,0.00,-8.9****
"1",0.00,10.31,34.68,0.00,3.65,7.39,0.00,0.00,0.00,0.00,4.09,4.97,16.86,0.00,0.00,18.34,0.00,4.65,0.00,0.00,0.00,31.18,36.59,0.00,0.82,31.18,0.00,0.00,0.00,3.42,6.50,11.18,0.74,36.50,0.00,0.00,4.65,0.00,0.00,0.00,0.00,-6.50,-9.38,0.00,-5.81,0.00,-8.91****
"2",0.00,10.48,34.64,0.00,3.53,0.00,0.00,6.34,0.00,0.00,4.09,4.97,16.86,0.00,15.51,2.92,0.00,4.65,0.00,0.00,0.00,31.18,36.59,0.00,0.90,31.18,0.00,0.00,0.00,3.42,6.50,11.18,0.74,35.47,0.00,0.00,4.65,0.00,0.00,0.00,0.00,-6.50,-9.38,0.00,-5.81,0.00,-8.91****
"3",0.00,10.70,34.94,0.00,3.42,7.12,0.00,0.00,0.00,0.00,4.09,4.97,16.86,0.00,18.72,0.00,0.00,4.65,0.00,0.00,0.00,31.18,36.59,0.00,1.16,31.18,0.00,0.00,0.00,3.42,6.50,11.18,0.74,36.66,0.00,0.00,4.65,0.00,0.00,0.00,0.00,-6.50,-9.38,0.00,-5.81,0.00,-8.91****
"4",0.00,11.02,35.83,0.00,3.35,1.82,0.00,4.69,0.00,0.00,4.09,4.97,16.86,0.00,18.20,0.00,0.00,4.65,0.00,0.00,0.00,31.18,36.59,0.00,0.69,31.18,0.00,0.00,0.00,3.42,6.50,11.18,0.74,37.18,0.00,0.00,4.65,0.00,0.00,0.00,0.00,-6.50,-9.38,0.00,-5.81,0.00,-8.91****
"5",0.00,11.28,36.80,0.00,3.32,0.00,0.00,4.40,0.00,0.00,4.09,4.97,16.86,0.00,18.43,0.00,0.00,4.65,0.00,0.00,0.00,31.18,36.59,0.00,0.90,31.18,0.00,0.00,0.00,3.42,6.50,11.18,0.74,36.27,0.00,0.00,4.65,0.00,0.00,0.00,0.00,-6.50,-9.38,0.00,-5.81,0.00,-8.91****
"6",0.00,11.48,37.74,0.06,3.39,0.00,0.00,3.46,0.00,0.00,4.09,4.97,16.86,0.00,20.58,0.00,0.00,4.65,0.00,0.00,0.00,31.18,36.59,0.00,2.83,31.18,0.00,0.00,0.00,3.42,6.50,11.18,0.74,36.61,0.00,0.00,4.65,0.00,0.00,0.00,0.00,-6.50,-9.38,0.00,-5.81,0.00,-8.91****
"7",0.00,11.69,38.97,2.50,3.68,1.89,0.00,0.00,0.00,0.00,4.09,4.97,16.86,0.00,23.02,0.00,0.00,4.65,0.00,0.00,0.00,31.18,36.59,0.00,5.02,31.18,0.00,0.00,0.00,3.42,6.50,11.18,0.74,39.19,0.00,0.00,4.65,0.00,0.00,0.00,0.00,-6.50,-9.38,0.00,-5.81,0.00,-8.91****
"8",0.00,11.76,38.95,8.47,4.02,0.00,0.00,0.00,0.00,0.00,0.00,4.18,16.86,0.00,19.65,0.00,0.00,4.65,0.00,0.00,0.00,31.18,36.59,0.00,9.18,31.18,0.00,0.00,0.00,3.42,6.50,11.18,0.74,38.78,0.00,0.00,4.65,0.00,0.00,0.00,0.00,0.00,-7.89,0.00,-5.81,0.00,-8.91-****
"9",0.00,11.62,38.11,14.30,4.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.86,0.00,16.88,0.00,0.00,4.65,0.00,1.21,0.90,31.18,36.59,0.00,13.79,32.39,0.00,0.00,0.00,3.42,6.50,11.18,0.74,38.65,0.00,0.00,4.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-5.81,-1.00,-8.9****
