"cost","technical cost","offshore_f","offshore_g","onshore","PV","river","lake","nuclear","PHS","battery","OCGT","CCGT","CCGT-CCS","methanization","pyrogaseification","ngas","gastank","methanation","electrolysis","ITES","CTES","resistive","hpc","hpd","boilerc","boilerd","heat-net","EV_heavy","EV_light","EV_bus","EV_train","ICE_heavy","ICE_light","ICE_bus","ll","offshore_f","offshore_g","onshore","PV","river","lake","nuclear","PHS","battery","OCGT","CCGT","CCGT-CCS","methanization","pyrogaseification","ngas","gastank","methanation","electrolysis","ITES","CTES","resistive","hpc","hpd","boilerc","boilerd","heat-net","EV_heavy","EV_light","EV_bus","EV_train","ICE_heavy","ICE_light","ICE_bus","ll","EV_VOL","LCOE-e","LCOE-g","LCOE-h","spot-e","spot-gas","spot-heat","net_emission","CO2_captured"
60.97,61.46,0.00,0.00,80.29,85.56,7.50,12.86,21.78,9.30,5.18,1.88,5.86,5.38,17.35,0.00,0.00,24.70,0.00,6.38,9.37,46.92,17.46,27.41,41.28,0.00,0.00,46.92,0.00,38.83,0.00,103.20,156.08,219.34,17.72,1.77,0.00,0.00,228.39,121.67,28.48,15.30,146.09,18.54,0.00,1.00,6.61,8.37,152.00,0.00,0.00,43.36,0.00,51.01,5.53,37.68,25.92,113.51,327.32,0.00,0.00,151.19,0.00,13.44,0.00,30.00,56.97,69.93,6.47,0.00,845.49,54.16,71.29,49.77,102.29,141.45,66.36,-2.44,2.44
