houroffshore_f  offshore_g  onshore     PV          river       lake        nuclear     PHS         battery     OCGT        CCGT        CCGT-CCS    methanizatiopyrogaseificngas        gastank     methanation electrolysisITES        CTES        resisti****
"0",0.00,4.75,63.57,0.00,3.32,0.00,0.00,0.43,0.00,0.00,0.00,0.00,17.35,0.00,0.00,0.00,4.26,6.43,0.00,0.00,20.17,23.89,42.08,0.00,0.00,23.89,0.00,0.45,0.00,3.79,6.50,11.18,0.74,11.83,0.00,0.00,4.65,-4.98,-10.73,0.00,38.91,66.40,43.24,0.00,0.00,0.00,-6.****
"1",0.00,4.50,65.02,0.13,2.81,0.00,0.00,9.30,0.00,0.00,0.00,0.00,17.35,0.00,0.00,0.00,4.26,6.43,0.00,0.00,27.63,23.89,42.08,0.00,0.00,23.89,0.00,0.12,0.00,3.79,6.50,11.18,0.74,13.56,0.00,0.00,4.65,-4.98,-19.02,0.00,38.91,66.40,43.24,0.00,0.00,0.00,-6.****
"2",0.00,4.32,62.16,23.69,2.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.35,0.00,0.00,0.00,4.26,6.43,0.00,0.00,30.91,23.89,42.08,0.00,0.00,23.89,0.00,0.29,0.00,3.79,6.50,11.18,0.74,13.85,-7.08,0.00,4.65,-4.98,-6.12,0.00,33.27,66.40,43.24,0.00,0.00,0.00,-6****
"3",0.00,4.42,62.06,20.32,2.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.35,0.00,0.00,0.00,4.26,6.43,0.00,0.00,30.91,23.89,42.08,0.00,0.00,23.89,0.00,0.32,0.00,3.79,6.50,11.18,0.74,9.53,-8.12,0.00,4.65,-4.98,-2.64,0.00,33.27,66.40,43.24,0.00,0.00,0.00,-6.****
"4",0.00,4.53,62.85,0.00,2.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.35,0.00,0.00,0.00,4.26,6.43,0.00,0.00,24.82,23.89,42.08,0.00,0.00,23.89,0.00,0.67,0.00,3.79,6.50,11.18,0.74,4.69,0.00,0.00,4.65,-4.98,-3.14,0.00,38.91,66.40,43.24,0.00,0.00,0.00,-6.71****
"5",0.00,4.15,55.99,0.00,3.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.35,0.00,0.00,1.07,0.00,4.65,0.00,3.20,19.13,23.89,42.08,0.00,0.00,27.09,0.00,1.09,0.00,3.79,6.50,11.18,0.74,13.02,0.00,0.00,4.65,0.00,0.00,0.00,57.56,69.07,63.96,0.00,0.00,0.00,0.00,-****
"6",0.00,3.55,48.86,0.00,2.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.35,0.00,0.00,0.91,0.00,4.80,0.00,0.00,9.44,23.89,42.08,0.00,0.00,23.89,0.00,0.45,0.00,3.79,6.50,11.18,0.74,15.45,0.00,0.00,4.65,0.00,0.00,0.00,52.87,69.07,58.75,0.00,0.00,0.00,0.00,-6****
"7",0.00,2.92,43.82,0.33,2.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.35,0.00,0.00,1.07,0.00,4.65,0.00,5.52,3.09,23.89,42.08,0.00,0.00,29.41,0.00,0.12,0.00,3.79,6.50,11.18,0.74,17.30,0.00,0.00,4.65,0.00,0.00,0.00,57.56,69.07,63.96,0.00,0.00,0.00,0.00,-5****
"8",0.00,1.51,29.52,34.31,3.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.35,0.00,0.00,1.07,0.00,4.65,0.00,8.47,16.32,23.89,42.08,0.00,0.00,32.37,0.00,0.29,0.00,3.79,6.50,11.18,0.74,21.48,0.00,0.00,4.65,0.00,0.00,0.00,57.56,69.07,63.96,0.00,0.00,0.00,0.00-****
"9",0.00,0.70,28.08,36.83,3.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.35,0.00,0.00,1.07,0.00,4.65,0.00,14.28,13.99,23.89,42.08,0.00,0.00,38.17,0.00,0.32,0.00,3.79,6.50,11.18,0.74,24.72,0.00,0.00,4.65,0.00,0.00,0.00,57.56,69.07,63.96,0.00,0.00,0.00,0.00****
