"cost","technical cost","offshore_f","offshore_g","onshore","PV","river","lake","nuclear","PHS","battery","OCGT","CCGT","CCGT-CCS","methanization","pyrogaseification","ngas","gastank","methanation","electrolysis","ITES","CTES","resistive","hpc","hpd","boilerc","boilerd","heat-net","EV_heavy","EV_light","EV_bus","EV_train","ICE_heavy","ICE_light","ICE_bus","ll","offshore_f","offshore_g","onshore","PV","river","lake","nuclear","PHS","battery","OCGT","CCGT","CCGT-CCS","methanization","pyrogaseification","ngas","gastank","methanation","electrolysis","ITES","CTES","resistive","hpc","hpd","boilerc","boilerd","heat-net","EV_heavy","EV_light","EV_bus","EV_train","ICE_heavy","ICE_light","ICE_bus","ll","EV_VOL","LCOE-e","LCOE-g","LCOE-h","spot-e","spot-gas","spot-heat","net_emission","CO2_captured"
59.88,59.61,0.00,0.00,80.29,85.56,7.50,12.86,21.78,9.30,5.18,1.88,5.86,5.38,17.35,0.00,24.70,24.70,0.00,6.38,9.37,46.92,17.46,27.41,41.28,0.00,0.00,46.92,0.00,11.74,0.00,90.30,156.08,268.28,17.72,1.77,0.00,0.00,228.39,121.67,28.48,15.30,139.95,18.22,0.00,0.94,5.50,7.96,152.00,0.00,15.90,30.16,0.00,52.04,6.81,36.06,26.37,115.13,324.85,0.00,0.00,151.19,0.00,3.96,0.00,30.00,56.97,89.68,6.47,0.00,657.53,50.63,59.00,30.31,51.94,67.39,27.60,1.33,2.32
