"cost","technical cost","offshore_f","offshore_g","onshore","PV","river","lake","nuclear","PHS","battery","OCGT","CCGT","CCGT-CCS","methanization","pyrogaseification","ngas","gastank","methanation","electrolysis","ITES","CTES","resistive","hpc","hpd","boilerc","boilerd","heat-net","EV_heavy","EV_light","EV_bus","EV_train","ICE_heavy","ICE_light","ICE_bus","offshore_f","offshore_g","onshore","PV","river","lake","nuclear","PHS","battery","OCGT","CCGT","CCGT-CCS","methanization","pyrogaseification","ngas","gastank","methanation","electrolysis","ITES","CTES","resistive","hpc","hpd","boilerc","boilerd","heat-net","EV_heavy","EV_light","EV_bus","EV_train","ICE_heavy","ICE_light","ICE_bus","EV_VOL","LCOE-e","LCOE-g","LCOE-h","spot-e","spot-gas","spot-heat","net_emission","CO2_captured"
59.39,59.83,0.00,0.00,81.62,86.96,7.50,12.86,21.21,9.30,5.46,2.20,6.36,4.99,17.35,0.00,0.00,25.48,3.46,6.37,3.57,47.69,17.92,27.82,40.92,0.00,0.00,47.69,0.00,11.74,0.00,86.30,156.08,268.28,17.72,0.00,0.00,232.15,123.66,28.48,15.30,153.02,20.29,0.00,1.00,5.81,7.51,152.00,0.00,0.00,25.55,16.50,51.18,4.02,32.72,20.86,118.47,325.59,0.00,0.00,151.19,0.00,3.97,0.00,30.00,56.97,89.66,6.47,657.53,47.96,59.30,30.71,50.30,64.99,27.99,-2.19,2.19
