"cost","technical cost","offshore_f","offshore_g","onshore","PV","river","lake","nuclear","PHS","battery","OCGT","CCGT","CCGT-CCS","methanization","pyrogaseification","ngas","gastank","methanation","electrolysis","ITES","CTES","resistive","hpc","hpd","boilerc","boilerd","heat-net","EV_heavy","EV_light","EV_bus","EV_train","ICE_heavy","ICE_light","ICE_bus","offshore_f","offshore_g","onshore","PV","river","lake","nuclear","PHS","battery","OCGT","CCGT","CCGT-CCS","methanization","pyrogaseification","ngas","gastank","methanation","electrolysis","ITES","CTES","resistive","hpc","hpd","boilerc","boilerd","heat-net","EV_heavy","EV_light","EV_bus","EV_train","ICE_heavy","ICE_light","ICE_bus","EV_VOL","LCOE-e","LCOE-g","LCOE-h","spot-e","spot-gas","spot-heat","net_emission","CO2_captured"
59.95,60.10,0.00,5.69,120.00,128.25,7.50,12.86,0.00,9.30,11.15,9.42,7.75,8.55,17.35,0.00,50.44,50.44,4.36,7.94,9.44,48.65,31.22,24.05,41.82,0.00,0.00,48.65,0.00,11.74,0.00,90.84,156.08,268.28,17.72,0.00,26.21,341.33,182.37,28.48,15.30,0.00,21.60,11.63,2.52,6.52,13.44,152.00,0.00,13.89,78.28,16.91,53.10,12.17,48.49,61.53,102.70,306.86,0.00,0.00,151.19,0.00,3.97,0.00,30.00,56.97,89.64,6.47,657.53,44.53,61.14,30.27,55.07,67.16,29.22,-0.74,3.93
