"scenCO2","cost","technical cost","offshore_f","offshore_g","onshore","PV","river","lake","nuclear","PHS","battery","OCGT","CCGT","CCGT-CCS","methanization","pyrogaseification","ngas","gastank","methanation","electrolysis","ITES","CTES","resistive","hpc","hpd","boilerc","boilerd","heat-net","EV_heavy","EV_light","EV_bus","EV_train","ICE_heavy","ICE_light","ICE_bus","offshore_f","offshore_g","onshore","PV","river","lake","nuclear","PHS","battery","OCGT","CCGT","CCGT-CCS","methanization","pyrogaseification","ngas","gastank","methanation","electrolysis","ITES","CTES","resistive","hpc","hpd","boilerc","boilerd","heat-net","EV_heavy","EV_light","EV_bus","EV_train","ICE_heavy","ICE_light","ICE_bus","EV_VOL","net_emission","CO2_captured"
56.76,55.51,0.00,20.00,120.00,70.89,7.50,12.86,0.00,9.30,0.00,0.00,3.92,4.19,16.01,0.00,39.60,24.88,4.54,6.24,41.52,39.85,14.77,39.51,33.41,0.00,12.42,39.85,0.00,0.00,0.00,85.08,156.08,268.28,17.72,0.00,92.07,341.31,101.14,28.48,15.30,0.00,20.30,0.00,0.00,4.04,6.34,126.01,0.00,35.28,7.87,20.34,50.07,17.52,2.38,36.27,148.25,261.74,0.00,10.06,150.63,0.00,0.00,0.00,30.00,56.97,97.92,6.47,575.34,6.24,1.85
