"scenCO2","cost","technical cost","offshore_f","offshore_g","onshore","PV","river","lake","nuclear","PHS","battery","OCGT","CCGT","CCGT-CCS","methanization","pyrogaseification","ngas","gastank","methanation","electrolysis","ITES","CTES","resistive","hpc","hpd","boilerc","boilerd","heat-net","EV_heavy","EV_light","EV_bus","EV_train","ICE_heavy","ICE_light","ICE_bus","offshore_f","offshore_g","onshore","PV","river","lake","nuclear","PHS","battery","OCGT","CCGT","CCGT-CCS","methanization","pyrogaseification","ngas","gastank","methanation","electrolysis","ITES","CTES","resistive","hpc","hpd","boilerc","boilerd","heat-net","EV_heavy","EV_light","EV_bus","EV_train","ICE_heavy","ICE_light","ICE_bus","EV_VOL","net_emission","CO2_captured"
53.56,53.64,0.00,20.00,120.00,40.52,7.50,12.86,0.00,9.30,0.00,0.00,0.00,1.34,18.03,0.00,20.43,20.04,0.63,6.23,0.00,40.88,12.36,31.27,41.07,0.00,0.00,40.88,0.00,0.00,0.00,82.19,156.08,268.28,17.72,0.00,92.14,341.79,57.61,28.49,15.30,0.00,5.28,0.00,0.00,0.00,1.92,151.99,0.00,0.70,7.86,3.36,49.71,0.00,18.88,18.62,131.98,309.24,0.00,0.00,150.85,0.00,0.00,0.00,30.00,56.97,97.92,6.47,575.34,-0.40,0.56
