"cost","technical cost","offshore_f","offshore_g","onshore","PV","river","lake","nuclear","PHS","battery","OCGT","CCGT","CCGT-CCS","methanization","pyrogaseification","ngas","gastank","methanation","electrolysis","ITES","CTES","resistive","hpc","hpd","boilerc","boilerd","heat-net","EV_heavy","EV_light","EV_bus","EV_train","ICE_heavy","ICE_light","ICE_bus","offshore_f","offshore_g","onshore","PV","river","lake","nuclear","PHS","battery","OCGT","CCGT","CCGT-CCS","methanization","pyrogaseification","ngas","gastank","methanation","electrolysis","ITES","CTES","resistive","hpc","hpd","boilerc","boilerd","heat-net","EV_heavy","EV_light","EV_bus","EV_train","ICE_heavy","ICE_light","ICE_bus","EV_VOL","LCOE-e","LCOE-g","LCOE-h","spot-e","spot-gas","spot-heat","net_emission","CO2_captured"
60.10,60.18,0.00,5.71,120.00,125.80,7.50,12.86,0.00,9.30,12.32,10.28,8.19,8.59,17.35,0.00,53.11,53.11,4.16,8.03,34.91,43.32,30.22,22.48,43.52,0.00,0.00,43.32,0.00,11.74,0.00,90.60,156.08,268.28,17.72,0.00,26.30,341.33,178.89,28.48,15.30,0.00,22.11,13.44,2.53,6.94,13.94,152.00,0.00,16.05,81.72,16.24,53.20,13.66,51.72,57.64,99.47,315.22,0.00,0.00,151.19,0.00,4.00,0.00,30.00,56.97,89.60,6.47,657.53,44.91,61.21,30.34,55.10,67.27,28.84,-0.39,4.07
