"cost","technical cost","offshore_f","offshore_g","onshore","PV","river","lake","nuclear","PHS","battery","OCGT","CCGT","CCGT-CCS","methanization","pyrogaseification","ngas","gastank","methanation","electrolysis","ITES","CTES","resistive","hpc","hpd","boilerc","boilerd","heat-net","EV_heavy","EV_light","EV_bus","EV_train","ICE_heavy","ICE_light","ICE_bus","ll","offshore_f","offshore_g","onshore","PV","river","lake","nuclear","PHS","battery","OCGT","CCGT","CCGT-CCS","methanization","pyrogaseification","ngas","gastank","methanation","electrolysis","ITES","CTES","resistive","hpc","hpd","boilerc","boilerd","heat-net","EV_heavy","EV_light","EV_bus","EV_train","ICE_heavy","ICE_light","ICE_bus","ll","EV_VOL","LCOE-e","LCOE-g","LCOE-h","spot-e","spot-gas","spot-heat","net_emission","CO2_captured"
59.79,60.23,0.00,0.00,81.62,86.96,7.50,12.86,21.21,9.30,5.46,2.20,6.36,4.99,17.35,0.00,0.00,25.48,3.46,6.37,3.57,47.69,17.92,27.82,40.92,0.00,0.00,48.85,0.00,11.91,0.00,95.64,156.08,268.28,17.72,3.05,0.00,0.00,232.15,123.66,28.48,15.30,167.22,19.73,0.00,1.03,6.44,7.49,152.00,0.00,0.00,26.60,16.89,51.83,4.45,39.19,35.64,112.00,319.49,0.00,0.00,151.19,0.00,3.96,0.00,30.00,56.97,89.67,6.47,0.01,657.53,51.08,72.56,44.89,95.50,124.79,51.97,-2.19,2.19
